Sales_Date,Product_ID,Product_Name,Price,Cost,Sales_Quantity,Initial_Stock,End_Stock
21/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,971,967
21/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,995,978
21/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,980,960
21/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,993,977
21/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,969,950
21/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,987,976
21/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,977,961
21/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,991,972
21/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,971,953
22/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
22/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,967,966
22/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,978,977
22/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,960,957
22/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,977,969
22/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,950,936
22/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,976,975
22/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,961,958
22/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,972,952
22/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,953,948
23/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
23/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,966,948
23/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,977,960
23/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,957,948
23/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,969,963
23/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,936,924
23/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,975,973
23/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,958,951
23/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,952,934
23/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,948,928
24/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
24/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,948,941
24/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,960,949
24/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,948,948
24/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,963,949
24/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,924,915
24/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,973,958
24/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,951,938
24/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,934,932
24/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,928,915
25/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
25/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,941,936
25/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,949,936
25/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,948,944
25/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,949,948
25/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,915,901
25/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,958,950
25/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,938,932
25/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,932,928
25/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,915,896
26/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
26/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,984
26/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,996
26/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,994
26/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,999
26/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,996
26/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,998
26/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,1000
26/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,995
26/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,993
27/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
27/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,984,970
27/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,996,983
27/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,994,991
27/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,999,988
27/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,996,994
27/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,998,989
27/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,985
27/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,995,983
27/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,993,984
28/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
28/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,970,970
28/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,983,973
28/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,991,980
28/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,988,979
28/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,994,987
28/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,989,970
28/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,985,974
28/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,983,975
28/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,984,984
29/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
29/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,970,956
29/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,973,957
29/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,980,970
29/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,979,960
29/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,987,983
29/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,970,959
29/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,974,958
29/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,975,971
29/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,984,973
30/06/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
30/06/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,956,945
30/06/2023,P0063,Modern Baju Kurung,120.63,154.65,9,957,956
30/06/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,970,956
30/06/2023,P0066,Batik Maxi Dress,117.26,210.21,9,960,946
30/06/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,983,970
30/06/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,959,942
30/06/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,958,950
30/06/2023,P0081,Casual Baju Kurung,325.12,298.43,9,971,966
30/06/2023,P0091,Kurta with Batik Print,268.96,142.99,9,973,969
01/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
01/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,945,940
01/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,956,956
01/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,956,956
01/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,946,927
01/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,970,966
01/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,942,922
01/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,950,934
01/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,966,964
01/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,969,951
02/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
02/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,940,921
02/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,956,955
02/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,956,945
02/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,927,914
02/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,966,956
02/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,922,905
02/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,934,917
02/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,964,955
02/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,951,945
03/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
03/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,989
03/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,981
03/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,990
03/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,986
03/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,988
03/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,981
03/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,985
03/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,983
03/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,983
04/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
04/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,989,969
04/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,981,977
04/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,990,983
04/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,986,977
04/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,988,983
04/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,981,974
04/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,985,971
04/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,983,966
04/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,983,969
05/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
05/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,969,960
05/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,977,970
05/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,983,983
05/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,977,976
05/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,983,967
05/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,974,957
05/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,971,957
05/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,966,956
05/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,969,962
06/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
06/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,960,947
06/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,970,952
06/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,983,972
06/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,976,960
06/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,967,967
06/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,957,957
06/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,957,942
06/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,956,949
06/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,962,949
07/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
07/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,947,939
07/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,952,944
07/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,972,957
07/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,960,940
07/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,967,962
07/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,957,940
07/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,942,942
07/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,949,945
07/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,949,941
08/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
08/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,939,919
08/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,944,941
08/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,957,945
08/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,940,925
08/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,962,952
08/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,940,932
08/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,942,941
08/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,945,937
08/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,941,936
09/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
09/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,919,901
09/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,941,929
09/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,945,942
09/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,925,912
09/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,952,935
09/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,932,931
09/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,941,933
09/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,937,932
09/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,936,918
10/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
10/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,994
10/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,989
10/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,990
10/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,988
10/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,1000
10/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,986
10/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,994
10/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,1000
10/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,986
11/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
11/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,994,978
11/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,989,984
11/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,990,972
11/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,988,968
11/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,989
11/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,986,984
11/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,994,984
11/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,1000
11/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,986,984
12/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
12/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,978,969
12/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,984,982
12/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,972,959
12/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,968,961
12/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,989,981
12/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,984,971
12/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,984,964
12/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,987
12/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,984,977
13/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
13/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,969,949
13/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,982,967
13/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,959,958
13/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,961,946
13/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,981,980
13/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,971,967
13/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,964,960
13/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,987,982
13/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,977,963
14/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
14/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,949,939
14/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,967,950
14/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,958,955
14/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,946,935
14/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,980,967
14/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,967,962
14/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,960,949
14/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,982,968
14/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,963,953
15/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
15/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,939,924
15/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,950,947
15/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,955,935
15/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,935,923
15/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,967,953
15/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,962,942
15/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,949,939
15/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,968,958
15/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,953,935
16/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
16/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,924,912
16/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,947,944
16/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,935,932
16/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,923,909
16/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,953,940
16/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,942,941
16/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,939,924
16/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,958,938
16/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,935,915
17/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
17/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,998
17/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,997
17/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,987
17/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,981
17/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,991
17/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,985
17/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,983
17/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,986
17/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,999
18/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
18/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,998,988
18/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,997,991
18/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,987,975
18/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,981,965
18/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,991,982
18/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,985,974
18/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,983,971
18/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,986,983
18/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,999,993
19/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
19/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,988,985
19/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,991,991
19/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,975,966
19/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,965,949
19/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,982,976
19/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,974,971
19/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,971,960
19/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,983,974
19/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,993,981
20/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
20/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,985,965
20/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,991,982
20/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,966,952
20/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,949,940
20/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,976,962
20/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,971,963
20/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,960,951
20/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,974,962
20/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,981,974
21/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
21/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,965,962
21/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,982,976
21/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,952,936
21/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,940,925
21/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,962,959
21/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,963,945
21/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,951,942
21/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,962,958
21/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,974,957
22/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
22/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,962,962
22/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,976,960
22/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,936,933
22/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,925,907
22/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,959,945
22/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,945,941
22/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,942,940
22/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,958,949
22/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,957,946
23/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
23/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,962,946
23/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,960,958
23/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,933,933
23/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,907,906
23/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,945,931
23/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,941,937
23/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,940,934
23/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,949,929
23/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,946,936
24/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,100,1000,900
24/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,1000,988
24/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,1000,980
24/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,1000,992
24/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,1000,991
24/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,1000,994
24/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,1000,998
24/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,1000,983
24/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,1000,987
24/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,1000,998
25/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,350,900,550
25/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,988,972
25/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,980,962
25/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,992,986
25/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,991,982
25/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,994,981
25/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,998,992
25/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,983,980
25/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,987,979
25/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,998,993
26/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,550,550,0
26/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,972,959
26/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,962,962
26/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,986,980
26/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,982,973
26/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,981,977
26/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,992,985
26/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,980,977
26/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,979,967
26/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,993,991
27/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
27/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,959,954
27/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,962,950
27/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,980,973
27/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,973,965
27/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,977,974
27/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,985,979
27/07/2023,P0080,Batik Palazzo Pants,120.68,288.32,9,977,961
27/07/2023,P0081,Casual Baju Kurung,325.12,298.43,9,967,967
27/07/2023,P0091,Kurta with Batik Print,268.96,142.99,9,991,990
28/07/2023,P0006,Baju Kurung Pahang,367.81,139.3,0,0,0
28/07/2023,P0056,Baju Kurung Elegance,462.52,132.18,9,954,947
28/07/2023,P0063,Modern Baju Kurung,120.63,154.65,9,950,948
28/07/2023,P0064,Traditional Batik Wrap,423.42,282.4,9,973,962
28/07/2023,P0066,Batik Maxi Dress,117.26,210.21,9,965,961
28/07/2023,P0068,Baju Melayu Luxe Silver,102.69,173.48,9,974,957
28/07/2023,P0076,Baju Melayu Comfort,282.67,140.28,9,979,972
